NoCreditHistory,AverageMInFile,ExternalRiskEstimate,NumTotalTrades,MSinceMostRecentDelq,Total_Debt_Burden,NumInqLast6M
0,162,69,17,46,60,1
0,115,84,27,55,11,0
0,79,77,14,76,83,0
0,8,65,10,55,131,3
0,74,77,22,55,28,1
0,55,72,43,37,29,0
0,36,66,34,55,147,0
0,111,67,22,54,74,2
0,71,59,18,12,72,2
0,87,85,26,26,4,1
0,93,68,29,39,151,2
0,116,59,32,0,92,0
0,107,78,27,55,128,0
0,150,79,6,55,81,0
0,163,87,25,55,9,0
0,54,62,31,26,119,0
0,58,80,16,0,18,0
0,20,64,5,55,158,0
0,40,65,14,55,95,1
0,84,81,21,55,99,0
0,49,66,12,16,0,3
1,0,0,0,0,0,0
0,109,78,15,55,71,0
0,96,69,41,1,109,1
0,69,65,23,11,164,0
0,75,84,30,55,101,1
1,0,0,0,0,0,0
0,115,68,36,55,117,0
0,92,83,36,55,60,2
0,89,55,14,2,153,1
0,80,83,10,55,3,0
0,32,74,22,55,111,0
0,93,69,27,28,119,0
0,75,57,37,5,173,0
0,34,72,16,55,94,1
0,49,59,65,55,178,4
0,84,81,35,25,80,1
0,110,66,6,6,87,0
0,59,81,18,55,60,3
0,91,84,26,55,44,2
0,158,88,16,55,9,0
0,84,73,14,55,98,4
0,29,71,16,55,139,1
0,48,64,13,6,85,1
0,40,66,7,16,64,0
0,49,54,12,4,76,0
0,71,72,20,40,81,3
0,48,68,29,55,98,1
0,121,87,7,43,0,0
0,114,72,22,2,75,0
0,83,79,17,55,53,0
0,64,62,12,18,63,0
0,84,78,43,55,108,1
0,90,69,24,55,91,0
0,111,75,33,15,100,1
0,89,75,55,24,88,1
0,90,86,37,55,84,0
0,27,63,7,4,103,0
0,90,72,47,44,103,2
0,91,72,36,55,130,1
0,49,64,11,15,53,3
0,105,77,20,17,67,1
0,82,80,24,55,124,0
0,64,69,22,55,68,0
0,77,82,51,55,37,1
0,67,77,17,3,101,2
0,68,72,24,49,58,4
0,110,72,22,55,108,0
0,75,63,22,4,84,1
0,115,56,19,4,82,5
0,68,68,17,6,114,4
0,79,67,18,55,111,3
0,38,75,9,55,17,4
0,63,76,9,55,174,0
0,105,66,23,8,9,0
0,134,84,27,16,87,1
0,72,70,66,55,133,3
0,80,72,25,55,168,0
0,150,83,10,55,99,1
0,80,89,30,55,0,0
0,76,77,30,55,41,0
0,74,71,39,38,174,0
0,86,70,13,7,19,0
0,55,72,5,61,56,3
0,46,70,29,24,97,5
0,80,84,22,55,1,2
0,54,63,20,1,140,0
0,76,65,26,6,158,1
0,42,63,15,29,141,4
0,213,82,6,55,30,1
0,44,68,19,16,107,3
0,102,61,43,14,135,1
0,207,70,5,55,60,0
0,93,56,25,0,137,0
0,54,66,16,42,96,0
0,96,84,16,55,28,0
0,91,82,6,36,88,1
0,38,72,5,55,85,3
0,119,66,7,1,17,0
0,67,70,23,19,105,0
0,92,63,30,12,128,2
0,63,69,15,41,80,0
0,91,72,54,8,36,3
0,167,86,9,55,47,0
0,38,79,16,55,107,1
0,62,84,0,55,98,6
0,56,63,40,55,124,3
0,103,61,29,2,80,0
1,0,0,0,0,0,0
0,27,62,21,78,148,0
1,0,0,0,0,0,0
0,47,79,20,55,58,0
1,0,0,0,0,0,0
0,43,83,14,55,104,0
0,38,67,3,6,5,3
0,70,76,33,0,77,0
0,193,93,8,55,1,0
0,53,76,19,59,44,1
0,43,62,44,55,154,24
0,117,79,6,17,0,2
0,69,83,34,55,86,1
0,48,57,14,13,59,3
0,80,62,26,6,67,1
0,115,54,2,1,0,1
0,87,54,26,7,135,2
0,76,66,43,55,135,1
1,0,0,0,0,0,0
0,76,55,19,0,91,0
0,130,83,68,18,25,0
0,56,76,24,55,47,0
0,64,70,14,9,75,1
0,75,77,19,29,51,2
0,80,90,19,55,87,1
0,174,93,5,55,0,1
0,65,84,24,55,54,0
0,99,85,0,55,18,1
0,61,59,9,76,174,0
0,38,59,21,55,175,1
0,87,65,52,3,33,1
0,65,70,24,55,156,1
0,92,55,64,3,110,4
0,90,78,25,55,32,0
0,140,73,15,55,89,2
1,0,0,0,0,0,0
1,0,0,0,0,0,0
0,85,82,49,55,17,0
0,95,60,19,1,8,0
0,74,83,19,55,100,0
0,113,72,45,35,19,0
0,64,65,17,2,3,0
0,88,85,28,55,0,1
0,97,78,9,67,53,0
0,94,85,37,55,64,0
0,130,64,6,2,10,0
0,61,87,5,55,0,2
0,111,79,31,51,115,2
0,80,87,24,55,2,1
0,18,57,3,55,78,9
0,90,85,19,55,18,2
0,65,84,36,55,12,0
0,113,82,25,55,98,3
0,80,56,19,3,88,0
0,113,70,21,69,45,1
0,115,75,27,7,6,0
1,0,0,0,0,0,0
0,118,75,17,68,48,2
0,76,69,52,55,8,0
0,78,83,44,55,93,1
0,79,87,15,55,3,1
0,81,80,28,44,104,2
0,27,67,9,34,39,2
0,109,84,37,46,81,1
0,120,85,22,55,66,0
0,155,80,23,1,10,0
0,47,63,64,9,98,3
0,27,68,12,7,95,1
0,127,91,18,55,1,0
0,65,58,22,55,98,1
0,32,66,14,20,33,0
0,107,77,22,55,125,1
0,72,87,13,55,82,0
0,76,60,7,2,107,0
0,45,67,24,41,82,2
0,89,55,40,19,43,4
0,235,93,9,55,0,1
0,37,73,25,55,87,2
0,74,76,34,55,37,2
0,104,76,17,55,102,2
0,60,68,73,57,136,7
0,65,84,13,55,17,0
0,58,73,3,55,18,9
0,55,83,0,55,115,1
0,96,80,25,55,101,1
0,63,68,24,45,91,3
0,27,54,12,5,21,1
0,76,57,26,14,138,1
0,112,72,3,55,16,2
0,27,63,4,21,21,1
0,16,72,3,55,91,1
0,63,76,24,66,115,0
1,0,0,0,0,0,0
0,42,73,7,55,91,1
0,100,90,12,55,0,0
0,84,82,29,32,62,0
0,74,88,10,55,84,1
0,79,70,21,2,44,1
0,43,75,59,55,110,2
0,131,70,23,55,51,0
0,63,65,3,28,4,6
1,0,0,0,0,0,0
0,73,78,13,55,101,0
0,58,68,38,55,51,1
0,75,70,24,28,59,2
0,64,63,17,3,11,4
0,69,66,27,23,93,1
0,97,65,43,12,121,0
0,126,81,31,55,26,1
0,48,61,34,14,173,2
0,105,83,7,55,69,0
0,38,66,12,67,25,0
0,81,55,25,1,21,0
0,93,80,6,36,18,0
0,103,80,37,3,0,3
0,67,76,37,55,5,2
0,59,79,27,55,85,4
0,87,68,58,55,137,5
0,62,60,0,21,165,2
0,107,75,21,55,21,3
0,133,78,23,55,113,1
0,119,88,3,55,50,0
0,57,67,0,55,108,5
0,69,75,36,65,133,1
0,86,70,16,14,44,1
0,132,85,7,55,0,1
1,0,0,0,0,0,0
0,101,61,29,1,19,0
0,112,55,34,11,162,2
0,84,82,17,40,25,1
0,82,57,16,7,155,0
0,81,75,12,55,28,0
0,69,69,25,55,120,1
0,44,72,34,55,103,1
0,22,79,2,55,27,0
0,65,65,8,52,91,2
0,123,88,12,55,49,0
0,93,81,29,32,33,2
0,32,60,19,55,120,4
0,58,71,39,55,87,5
0,105,68,25,5,55,3
0,45,68,13,23,116,5
0,116,73,8,0,107,0
0,50,77,40,55,152,1
0,189,90,7,55,0,0
0,171,67,26,57,145,0
0,95,75,21,62,147,2
0,94,71,7,13,48,0
0,42,63,13,55,111,1
0,84,81,9,54,13,1
0,109,86,20,55,86,0
1,0,0,0,0,0,0
0,141,64,3,55,99,10
0,69,70,27,55,55,2
0,49,76,15,55,13,1
0,50,74,15,55,46,1
0,76,85,18,55,10,1
0,76,90,16,55,3,0
0,39,60,13,19,182,1
0,70,70,13,70,115,1
0,32,58,18,2,146,2
0,126,87,17,55,90,0
0,63,66,10,4,77,4
0,93,51,16,1,182,0
0,65,64,31,55,80,0
0,23,70,6,55,50,0
0,87,81,36,55,112,5
0,69,78,18,22,49,0
0,85,70,10,55,106,0
1,0,0,0,0,0,0
0,101,74,11,53,70,0
0,68,77,28,30,73,1
0,95,79,6,55,0,0
0,107,76,1,55,139,1
0,57,57,8,29,100,2
0,137,76,36,18,20,1
0,147,75,14,55,97,0
0,98,76,29,55,82,2
0,84,65,30,41,54,0
1,0,0,0,0,0,0
0,56,58,32,3,125,2
0,86,61,27,3,124,1
0,69,69,22,2,95,0
0,54,69,26,20,84,3
0,67,74,59,55,92,3
0,67,82,15,55,14,1
0,94,69,23,55,50,4
0,46,79,23,55,96,3
0,60,65,6,14,5,0
0,54,76,15,55,128,0
0,26,72,15,55,93,1
0,64,64,2,46,111,2
0,101,82,19,55,42,0
1,0,0,0,0,0,0
0,62,85,19,55,95,5
0,72,61,27,4,124,1
0,51,86,27,55,1,0
0,99,60,14,4,120,1
0,80,76,22,55,150,2
0,46,63,28,16,87,1
0,39,79,7,55,91,1
0,83,60,25,1,149,0
1,0,0,0,0,0,0
0,42,54,12,2,166,0
0,115,65,0,22,91,3
0,54,56,11,12,186,8
0,61,65,19,55,166,1
0,46,58,19,23,87,2
0,65,76,24,29,162,1
0,87,58,16,2,84,2
0,106,67,33,1,106,0
0,68,57,26,4,53,0
0,96,68,37,0,150,0
1,0,0,0,0,0,0
0,117,68,41,10,60,0
1,0,0,0,0,0,0
0,74,55,26,8,140,7
0,65,85,27,55,1,4
0,119,86,7,49,8,0
0,87,60,0,2,40,2
0,72,59,35,4,130,1
0,79,88,14,55,80,0
0,78,81,36,55,80,2
0,48,67,21,56,131,1
0,108,78,54,15,115,0
0,75,82,22,26,48,0
0,96,90,9,55,51,0
0,69,70,33,36,152,5
0,75,72,26,52,131,2
0,32,75,13,55,115,4
0,67,69,36,55,118,3
0,65,83,17,55,0,1
0,188,91,11,55,5,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
0,55,70,15,55,89,3
0,92,83,38,55,68,1
0,90,67,11,55,48,3
0,82,82,16,55,12,1
0,88,60,23,3,59,0
0,74,80,28,55,114,1
0,103,65,49,19,149,0
0,53,70,26,55,124,0
0,42,66,8,55,143,2
0,90,89,15,55,32,1
0,66,75,24,55,32,0
0,84,62,39,11,112,4
0,94,54,66,3,100,0
0,93,84,34,18,9,0
0,114,68,17,5,23,0
0,113,78,26,55,107,1
0,69,83,40,66,9,0
0,40,70,17,19,119,3
0,137,92,16,55,1,0
0,86,66,33,3,49,1
0,42,65,37,11,120,0
0,73,69,2,55,4,0
0,60,59,49,20,115,3
0,80,86,44,55,80,1
1,0,0,0,0,0,0
0,93,89,28,55,0,0
0,78,87,22,55,4,1
0,167,89,8,55,0,2
1,0,0,0,0,0,0
0,35,59,18,55,107,1
0,69,56,18,1,132,0
0,53,75,24,55,46,1
0,146,90,11,55,0,0
0,74,73,27,55,24,1
0,89,82,15,55,24,0
0,210,90,11,55,2,1
0,74,85,10,55,46,0
0,67,67,28,33,121,6
0,118,69,23,8,10,0
0,115,88,28,55,4,2
0,38,68,13,55,111,1
0,102,83,41,55,1,1
0,68,80,28,55,143,1
0,142,58,25,12,178,3
0,129,66,16,2,32,0
0,76,72,33,55,63,1
0,37,69,14,55,152,4
0,39,80,7,55,85,3
0,64,71,42,2,1,3
0,60,68,20,55,138,2
0,53,73,12,55,186,2
0,75,83,24,50,0,0
0,86,75,23,55,120,0
0,87,57,18,2,165,1
0,114,83,0,55,118,1
0,26,64,13,0,41,2
0,40,67,14,6,166,0
1,0,0,0,0,0,0
0,104,82,21,55,4,2
0,127,71,11,14,132,0
1,0,0,0,0,0,0
0,80,61,11,21,71,1
0,65,80,23,55,102,1
0,55,64,26,14,126,2
0,66,70,10,25,35,0
0,81,89,18,55,9,0
0,46,63,22,13,160,1
0,97,61,28,6,132,2
0,76,63,19,9,1,7
0,64,78,22,55,10,5
0,65,74,25,0,129,0
0,16,60,9,55,182,0
0,31,63,5,49,84,1
0,24,75,11,55,84,4
0,31,64,5,55,2,1
0,45,68,31,50,117,3
0,54,63,19,21,169,0
0,49,74,23,42,96,0
0,18,73,4,55,122,5
0,89,81,44,55,40,7
0,187,80,11,55,51,4
1,0,0,0,0,0,0
1,0,0,0,0,0,0
0,107,57,9,8,0,0
0,66,85,26,55,85,2
0,150,71,22,17,110,0
0,60,77,13,7,105,0
0,100,69,18,18,143,1
0,66,75,22,55,128,1
0,28,73,12,9,2,0
0,234,69,7,37,98,0
0,24,77,13,55,118,1
0,95,78,49,23,67,4
0,54,68,24,55,141,2
0,173,91,15,55,1,0
0,60,67,36,55,183,2
0,140,75,29,0,96,3
0,57,68,25,21,31,2
0,48,80,22,55,27,5
0,38,61,16,20,182,0
0,52,74,12,64,119,3
0,68,74,23,7,1,0
0,78,66,51,11,80,4
0,59,81,37,54,98,1
0,179,93,6,55,0,0
0,36,74,14,55,57,1
0,52,78,15,55,6,0
0,37,74,9,55,122,4
1,0,0,0,0,0,0
0,83,66,27,14,124,1
0,36,77,8,55,42,3
1,0,0,0,0,0,0
0,163,80,21,55,108,0
0,110,91,27,55,2,0
0,78,64,26,5,142,2
0,80,85,44,55,57,0
0,40,59,28,55,127,1
0,41,77,6,55,93,2
0,93,74,44,15,75,3
0,41,70,7,55,108,0
0,63,86,15,55,97,1
0,52,80,12,55,119,2
1,0,0,0,0,0,0
0,64,65,32,2,116,1
0,118,64,18,1,99,0
0,24,63,39,33,167,1
0,43,64,0,38,173,2
0,87,73,25,61,108,2
1,0,0,0,0,0,0
0,99,73,23,9,71,1
0,92,80,38,59,103,0
0,109,86,21,55,101,0
0,61,71,0,19,142,1
0,95,72,33,55,127,2
0,80,62,31,13,142,1
0,43,47,18,6,167,0
0,74,85,5,55,13,1
1,0,0,0,0,0,0
0,96,65,31,10,122,0
0,64,70,35,55,83,0
0,43,66,30,55,90,7
0,55,64,20,0,105,2
0,60,68,19,55,118,2
0,109,73,7,55,8,0
0,32,64,4,55,90,2
0,117,87,23,55,9,0
0,89,68,48,43,187,0
0,64,72,15,55,146,2
1,0,0,0,0,0,0
0,10,63,15,55,109,7
1,0,0,0,0,0,0
0,72,60,16,8,33,0
0,73,90,13,55,72,0
0,56,61,21,55,88,1
0,105,77,31,34,137,0
0,94,89,25,55,8,0
0,55,58,41,2,98,3
0,144,77,44,47,80,0
0,78,85,12,77,1,3
0,48,70,19,71,20,7
0,56,77,36,31,84,2
0,130,89,26,55,2,1
0,35,0,19,3,102,2
0,206,83,22,55,15,0
0,81,85,22,55,17,0
0,62,68,29,4,1,3
1,0,0,0,0,0,0
0,58,80,11,56,15,1
0,79,55,35,4,122,0
0,89,56,15,2,60,0
0,76,80,12,19,5,1
0,144,67,23,2,166,0
0,95,79,16,41,1,1
0,131,62,31,2,4,0
0,81,62,13,34,46,1
0,64,68,14,34,81,2
0,78,66,0,7,52,1
0,83,86,16,55,65,0
0,122,58,13,2,71,0
1,0,0,0,0,0,0
0,79,66,20,23,52,2
0,100,57,54,1,130,2
0,76,62,33,55,161,4
0,47,58,24,25,130,0
0,77,65,24,7,122,0
0,61,66,27,55,164,0
0,100,91,22,55,1,0
0,45,71,27,55,139,0
0,97,69,29,55,84,0
0,112,78,17,3,0,0
0,37,69,12,55,142,2
0,58,79,32,55,98,3
0,83,63,35,0,76,2
1,0,0,0,0,0,0
0,71,85,16,55,48,0
0,75,68,50,12,95,0
0,151,56,20,1,134,0
0,80,66,8,55,86,0
0,22,72,12,55,95,1
0,73,69,31,55,115,2
0,60,73,13,11,66,0
0,73,86,8,55,20,0
0,59,72,31,17,16,0
0,39,80,18,55,94,2
0,114,71,40,55,103,2
0,93,85,47,55,14,5
0,101,57,10,1,137,0
1,0,0,0,0,0,0
0,77,76,25,55,59,0
0,35,63,36,0,109,6
0,52,66,35,55,163,1
0,164,70,23,10,30,0
0,103,87,17,55,55,0
0,84,66,16,26,14,1
0,83,79,18,12,0,0
0,120,81,34,53,5,1
0,96,77,47,33,11,2
0,73,78,36,71,101,0
0,55,59,12,4,111,0
1,0,0,0,0,0,0
0,40,62,12,7,75,0
0,124,58,29,28,81,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
0,79,80,44,55,102,0
0,104,68,16,10,42,0
0,97,84,39,20,72,1
0,61,84,5,55,3,0
0,99,57,9,52,0,1
1,0,0,0,0,0,0
0,84,63,61,14,143,4
0,111,79,31,55,144,0
1,0,0,0,0,0,0
0,56,63,13,11,97,0
0,70,62,18,55,190,5
0,97,90,17,55,7,1
0,101,75,46,55,72,1
0,70,58,27,7,113,0
0,42,69,18,35,62,0
0,168,87,16,55,1,0
0,93,70,20,55,67,1
0,53,61,45,6,99,7
0,84,81,22,16,5,0
0,87,89,14,55,9,0
0,211,80,4,55,92,0
0,61,75,42,55,34,2
0,124,77,14,18,46,0
0,62,68,28,15,40,2
0,41,58,32,55,161,1
0,72,83,27,55,91,1
0,119,75,50,55,73,4
0,96,80,41,46,90,5
0,52,68,29,35,138,1
0,73,67,16,3,44,1
0,98,68,30,28,120,0
0,115,78,11,55,80,0
0,104,84,12,55,54,2
0,70,65,43,55,160,9
0,77,70,27,34,83,0
0,76,84,17,55,88,0
0,157,85,5,55,0,0
1,0,0,0,0,0,0
0,62,59,3,2,163,4
1,0,0,0,0,0,0
0,36,65,12,38,79,1
0,114,65,33,13,138,1
0,127,86,9,55,12,0
0,90,60,34,2,89,0
0,32,69,17,55,102,7
0,112,86,22,55,113,0
0,91,74,22,55,169,1
0,79,73,6,55,101,3
0,67,69,27,2,18,6
0,60,66,40,2,96,3
0,71,67,33,80,104,8
0,75,54,11,6,92,0
0,73,75,15,47,35,1
0,68,61,15,0,130,2
0,49,64,10,45,83,1
1,0,0,0,0,0,0
0,12,75,6,55,113,0
0,69,60,3,15,80,0
0,72,68,23,3,89,1
0,112,64,9,6,173,0
0,87,85,18,55,75,3
0,80,70,52,62,30,5
0,122,67,33,23,137,0
0,97,63,6,5,152,2
1,0,0,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
0,57,60,22,0,130,6
0,77,83,24,47,75,1
0,167,0,3,55,0,2
0,39,77,16,67,1,0
0,87,73,36,55,91,1
0,9,64,7,55,130,6
0,77,64,11,13,79,2
0,127,69,22,0,80,0
0,139,75,44,55,13,0
0,48,74,12,55,89,2
0,33,70,3,55,4,1
0,50,65,3,57,0,0
0,81,60,71,1,80,3
0,140,91,7,55,11,0
0,49,67,12,7,129,5
0,48,60,30,22,138,0
0,110,89,14,55,6,0
1,0,0,0,0,0,0
0,77,58,25,8,111,0
0,47,80,34,55,71,2
0,90,83,17,55,18,1
0,94,70,40,23,54,1
0,68,61,3,10,100,2
0,103,55,26,1,113,3
0,125,67,1,75,23,0
0,70,72,22,55,92,3
0,51,70,49,10,105,0
1,0,0,0,0,0,0
0,116,87,17,55,14,1
0,28,65,7,13,110,2
0,27,56,17,55,110,0
0,87,59,22,19,155,2
0,64,61,29,19,139,1
0,49,65,34,55,81,4
1,0,0,0,0,0,0
0,92,69,29,8,71,0
0,36,67,32,25,128,3
0,150,89,7,55,2,0
0,42,73,15,55,134,0
0,58,68,14,5,118,0
0,91,65,27,55,89,1
0,75,86,19,55,69,0
0,133,82,21,55,34,0
0,75,63,15,8,56,2
0,126,63,9,73,149,1
0,103,69,20,10,75,0
0,102,78,19,31,46,0
0,84,81,35,55,0,1
0,118,89,15,55,0,1
0,75,78,36,55,119,5
0,147,89,10,55,3,0
0,48,83,4,55,30,1
0,72,83,5,55,5,2
0,66,72,12,15,143,1
0,79,54,29,2,110,0
1,0,0,0,0,0,0
0,57,73,22,55,124,0
0,115,71,36,55,36,0
0,122,80,39,55,0,3
0,50,63,30,3,142,1
1,0,0,0,0,0,0
0,109,76,25,55,110,1
0,65,70,16,26,7,0
0,77,76,25,1,89,0
1,0,0,0,0,0,0
0,102,66,19,45,99,1
0,91,72,24,49,108,0
0,53,65,35,55,145,6
0,114,88,22,55,10,0
0,80,60,35,2,88,1
0,86,80,28,16,101,0
0,52,81,13,51,8,0
0,80,82,7,55,44,0
0,70,87,16,55,37,2
0,134,68,37,55,79,1
0,113,54,30,2,110,0
0,71,82,24,55,85,1
0,85,70,21,55,55,1
1,0,0,0,0,0,0
0,154,90,12,55,12,0
0,83,65,60,32,140,1
0,32,69,15,9,95,0
0,58,75,22,29,17,0
1,0,0,0,0,0,0
0,89,79,21,55,67,0
1,0,0,0,0,0,0
0,8,57,3,55,96,6
0,50,64,22,32,58,1
0,50,69,28,10,92,0
0,121,80,26,47,82,3
0,66,74,74,8,47,1
0,53,57,26,0,125,7
0,79,72,19,55,94,1
0,86,64,25,42,98,4
0,147,59,19,1,59,1
0,85,81,43,55,94,3
0,88,84,12,55,18,0
0,88,61,20,2,150,1
0,32,72,21,55,150,0
0,57,59,15,13,70,1
0,77,85,15,67,59,0
0,53,64,20,54,137,1
0,92,85,26,55,93,1
0,78,66,4,55,76,0
1,0,0,0,0,0,0
0,59,76,26,20,70,0
0,69,86,42,55,77,0
0,91,68,17,23,0,0
0,20,70,11,55,64,6
0,85,74,24,13,135,0
0,15,56,9,55,178,2
0,104,80,22,55,115,1
0,71,76,25,55,132,2
1,0,0,0,0,0,0
0,147,69,13,1,93,0
0,72,66,9,51,150,1
0,65,59,27,55,159,2
0,42,63,20,25,145,0
0,140,59,29,11,161,4
0,154,62,25,28,59,3
0,77,66,0,72,43,1
0,59,63,46,9,76,1
0,94,61,17,5,66,0
0,59,80,34,55,27,2
0,57,65,11,35,137,0
0,91,71,17,22,91,0
0,35,64,17,55,167,1
0,23,73,2,55,0,2
0,52,67,15,30,102,0
0,77,61,37,3,90,3
0,97,75,37,29,55,0
0,73,86,33,55,2,1
0,89,63,38,3,30,3
0,87,77,19,64,106,0
0,39,67,22,17,1,4
0,36,74,10,55,135,3
0,120,73,53,22,150,1
0,112,82,13,55,34,1
0,56,63,16,2,13,0
0,60,64,23,16,165,3
0,76,76,18,55,133,1
0,83,80,21,0,0,0
0,77,73,13,55,162,0
0,84,58,18,22,28,2
0,66,57,23,1,145,3
0,85,85,28,55,6,3
0,75,72,16,13,30,0
0,124,70,0,76,19,3
0,119,78,20,26,50,0
0,76,77,31,55,65,3
0,61,74,28,29,40,1
0,68,56,20,3,147,0
0,104,65,20,0,47,1
0,118,91,21,55,2,1
0,16,73,1,55,0,2
0,147,88,27,55,58,0
0,85,85,32,55,0,1
0,45,65,16,0,78,3
0,80,74,1,55,81,1
0,124,85,27,55,78,1
0,34,76,35,55,64,16
0,71,65,45,4,127,0
0,94,75,38,25,5,1
0,57,59,14,11,154,2
0,41,78,13,55,112,3
0,74,78,16,32,7,1
0,76,63,62,22,37,4
1,0,0,0,0,0,0
0,118,69,35,41,169,2
0,128,72,18,66,89,1
0,33,71,18,55,94,2
0,91,66,42,8,156,1
0,67,63,25,6,86,2
0,72,65,36,5,75,0
0,73,80,28,30,87,2
0,97,73,17,7,70,2
0,73,69,24,4,2,5
0,66,81,17,55,3,1
0,17,0,1,55,0,0
0,41,68,17,55,101,0
0,161,91,23,55,20,0
0,34,66,34,55,132,3
0,57,71,24,55,62,2
0,95,89,18,55,80,0
1,0,0,0,0,0,0
0,130,89,21,55,1,0
0,72,85,44,55,59,2
0,31,69,9,28,41,1
0,106,85,28,55,9,0
0,159,84,21,55,74,0
1,0,0,0,0,0,0
0,67,72,47,70,14,2
1,0,0,0,0,0,0
0,128,67,6,15,0,2
0,74,77,37,55,35,0
0,184,74,53,55,82,3
0,127,87,15,55,9,0
0,67,76,16,11,5,1
0,80,61,7,12,15,2
0,66,74,27,38,41,2
0,27,74,8,55,117,1
0,126,79,22,44,79,1
0,55,63,31,56,112,4
0,88,70,21,55,127,0
0,83,87,21,55,82,0
1,0,0,0,0,0,0
0,190,83,10,55,75,0
0,61,58,14,2,57,1
0,123,86,26,17,37,0
0,84,82,44,16,75,2
0,45,61,19,43,176,0
0,87,73,23,2,55,0
0,53,65,35,61,91,6
0,73,57,29,1,110,0
0,54,78,27,55,89,3
0,38,70,32,40,98,0
0,140,70,12,55,119,0
0,78,58,15,3,155,3
0,120,73,18,1,15,1
0,80,74,10,55,159,6
0,46,65,24,55,118,2
0,119,58,31,4,152,0
1,0,0,0,0,0,0
0,139,73,49,65,128,1
1,0,0,0,0,0,0
0,105,64,25,32,0,1
1,0,0,0,0,0,0
0,92,62,33,2,139,1
0,74,63,14,5,122,0
0,19,65,13,36,112,0
0,91,77,41,55,129,3
0,37,54,26,9,165,4
0,68,75,17,55,59,1
0,89,65,40,1,94,1
0,67,84,17,55,69,2
0,81,74,24,67,11,2
0,101,76,10,55,151,1
0,93,83,22,55,50,0
0,186,92,13,55,0,0
0,132,84,27,55,67,0
0,37,69,4,55,100,1
0,72,71,15,63,102,2
0,93,81,17,55,11,2
0,57,63,16,55,164,5
0,78,59,19,27,175,2
0,34,60,21,8,119,0
0,96,86,16,55,75,0
0,31,74,35,55,94,1
0,222,87,12,55,95,0
0,39,86,10,55,0,0
0,240,81,13,55,55,0
0,67,76,22,55,42,1
0,112,72,32,8,91,1
0,41,57,22,12,161,1
0,66,63,17,10,90,2
0,56,63,15,36,0,0
0,68,84,22,55,49,0
0,88,79,42,55,55,1
0,43,67,4,55,100,8
1,0,0,0,0,0,0
0,97,59,28,1,76,1
0,84,79,32,7,3,0
0,52,72,37,28,111,6
0,111,85,22,55,14,1
0,37,59,18,19,133,2
0,145,86,0,55,46,0
0,106,89,24,55,76,1
0,55,72,32,55,121,2
0,74,84,35,55,7,3
0,77,70,42,2,84,2
0,119,66,41,2,152,1
0,58,67,17,37,74,0
0,66,81,34,55,116,1
0,106,57,41,6,99,3
0,81,85,32,55,4,0
0,114,84,35,25,90,3
0,133,89,8,55,5,0
0,103,88,14,55,70,0
0,74,81,18,55,125,0
0,55,81,24,16,0,0
0,94,68,12,59,121,1
0,57,85,19,55,72,0
0,132,73,25,27,20,3
0,118,75,58,28,49,0
0,20,67,18,55,99,1
0,59,56,16,1,90,1
0,72,66,32,16,124,1
0,64,80,46,55,96,4
0,102,87,18,55,79,0
0,59,54,26,68,85,4
0,32,70,33,55,14,1
0,72,73,19,8,120,0
0,105,80,36,55,93,3
0,62,74,28,55,37,0
0,67,62,25,10,121,4
0,106,85,16,59,0,0
0,107,68,21,2,32,1
0,69,66,29,64,122,0
0,57,84,15,55,11,1
0,25,71,20,55,109,2
0,126,67,13,21,96,1
1,0,0,0,0,0,0
0,28,83,13,55,77,0
0,94,83,19,55,20,0
1,0,0,0,0,0,0
0,105,69,6,28,123,2
0,75,66,28,55,106,3
0,96,88,31,55,18,0
0,62,71,22,5,114,0
0,63,86,13,55,67,2
0,44,66,13,4,84,1
0,90,84,51,72,87,1
0,80,84,13,55,87,1
0,93,58,26,18,110,3
0,70,73,7,48,34,0
0,132,75,36,55,32,0
0,84,62,12,1,98,2
0,77,68,24,4,104,0
0,132,90,11,55,0,0
0,99,91,0,55,0,3
0,109,77,12,32,33,2
0,44,67,16,55,49,0
0,84,90,9,55,4,0
0,123,55,45,1,55,3
0,113,84,17,17,6,0
0,43,63,18,55,132,3
0,41,73,8,55,160,0
0,59,66,21,55,60,1
0,61,84,19,55,95,1
0,31,63,25,34,130,1
0,87,84,14,55,86,0
0,66,69,21,17,37,0
0,60,71,13,55,24,1
0,13,66,2,55,92,1
0,47,73,4,55,94,0
0,42,81,16,76,4,0
0,57,63,23,21,154,4
0,71,58,26,2,82,2
0,47,77,33,55,112,5
0,34,68,25,55,97,2
0,63,71,67,55,82,14
0,44,54,17,1,152,1
0,57,63,17,5,91,1
0,93,70,27,12,151,2
0,85,82,6,55,19,5
0,62,85,29,55,80,0
0,85,88,4,55,0,1
0,69,57,11,14,124,0
0,95,70,55,55,142,5
0,52,72,11,55,49,4
0,76,43,28,1,154,2
0,21,70,14,55,20,2
0,76,72,13,55,171,3
0,84,73,31,5,37,0
0,80,65,17,11,151,0
0,115,83,35,55,46,0
0,140,89,22,55,7,2
0,125,86,20,55,33,0
0,40,72,11,55,159,2
0,104,62,40,16,155,4
